Honolulu Police Dept,Honolulu,Hawaii,HI,36,46,36,28,,34,29,31,31,35,38,27,34,17,37,20,20,18,15,26,15,17,19,18,14,19,,,,,15,4.4,5.6,4.3,3.3,,4.1,3.4,3.5,3.5,4,4.3,3.1,3.9,1.9,4.3,2.3,2.3,2,1.7,2.9,1.7,1.9,2.1,2,1.5,2,,,,,1.50900271
Honolulu Police Dept,Honolulu,Hawaii,HI,36,46,36,28,,34,29,31,31,35,38,27,34,17,37,20,20,18,15,26,15,17,19,18,14,19,14,11,18,,15,4.4,5.6,4.3,3.3,,4.1,3.4,3.5,3.5,4,4.3,3.1,3.9,1.9,4.3,2.3,2.3,2,1.7,2.9,1.7,1.9,2.1,2,1.5,2,,,,,1.50900271
